Place ID,店舗名,住所,緯度,経度,評価,レビュー数,営業状況,営業時間,電話番号,ウェブサイト,価格帯,店舗タイプ,店舗説明,テイクアウト,デリバリー,店内飲食,朝食提供,昼食提供,夕食提供,地区,取得方法,更新日時
ChIJfZb8lVlc818RDcwm3qoU4rk,味処 天國,日本、〒952-0014 新潟県佐渡市両津湊２０６,38.0796778,138.43641449999998,4.2,149,営業中,"月曜日: 11時30分～13時30分, 17時30分～21時30分; 火曜日: 11時30分～13時30分, 17時30分～21時30分; 水曜日: 11時30分～13時30分, 17時30分～21時30分; 木曜日: 11時30分～13時30分, 17時30分～21時30分; 金曜日: 11時30分～13時30分, 17時30分～21時30分; 土曜日: 11時30分～13時30分, 17時30分～21時30分; 日曜日: 11時30分～13時30分, 17時30分～21時30分",0259-23-2714,公式サイトなし,普通,"和食レストラン, レストラン, 観光スポット, 飲食店, 施設",和食レストランです。評価4.2（149件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,両津,CID URL検索,2025-08-09 12:36:10
ChIJFV2CwyFn818R603pBts9JvY,味彩 たびのホテル佐渡,日本、〒952-1209 新潟県佐渡市千種１１３−１２,38.0202631,138.3642917,4.1,167,営業中,月曜日: 18時00分～21時00分; 火曜日: 18時00分～21時00分; 水曜日: 定休日; 木曜日: 18時00分～21時00分; 金曜日: 18時00分～21時00分; 土曜日: 18時00分～21時00分; 日曜日: 18時00分～20時30分,0259-58-8010,https://sado.tabino-hotel.jp/breakfast.html,普通,"レストラン, 飲食店, 観光スポット, 施設",レストランです。評価4.1（167件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,可,可,可,佐渡市内,CID URL検索,2025-08-09 12:36:11
ChIJ503VrrBn818R3wgqqIB3jqE,欧風食堂 Kubo屋,日本、〒952-1209 新潟県佐渡市千種９６８−１,38.0214066,138.3628417,4.1,28,営業中,"月曜日: 定休日; 火曜日: 11時00分～14時00分, 18時00分～21時00分; 水曜日: 11時00分～14時00分, 18時00分～21時00分; 木曜日: 11時00分～14時00分, 18時00分～21時00分; 金曜日: 11時00分～14時00分, 18時00分～21時00分; 土曜日: 11時00分～14時00分, 18時00分～21時00分; 日曜日: 11時00分～14時00分, 18時00分～21時00分",0259-58-7427,https://www.instagram.com/kuboya_official/,価格情報なし,"レストラン, 飲食店, 観光スポット, 施設","レストランです。評価4.1（28件のレビュー）。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:36:13
ChIJeSXQ_1hc818R0bU4lXZg7i0,お食事処 いさりび,日本、〒952-0014 新潟県佐渡市両津湊１３９−４,38.080847,138.436264,3.7,169,営業中,月曜日: 10時00分～21時00分; 火曜日: 10時00分～21時00分; 水曜日: 10時00分～21時00分; 木曜日: 10時00分～21時00分; 金曜日: 10時00分～21時00分; 土曜日: 10時00分～21時00分; 日曜日: 定休日,0259-27-6374,公式サイトなし,普通,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価3.7（169件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,両津,CID URL検索,2025-08-09 12:36:14
ChIJp3xV7PZc818RPBFb5gkY7tk,創作料理 男の台所タロー,日本、〒952-0011 新潟県佐渡市両津夷２６１−５２,38.084418899999996,138.4320462,4.5,36,営業中,月曜日: 18時00分～0時00分; 火曜日: 18時00分～0時00分; 水曜日: 18時00分～0時00分; 木曜日: 定休日; 金曜日: 18時00分～0時00分; 土曜日: 18時00分～0時00分; 日曜日: 18時00分～0時00分,0259-24-7133,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.5（36件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,両津,CID URL検索,2025-08-09 12:36:16
ChIJ3-01tgph818Ru0Y5DTnlC3M,食祭 新倉,日本、〒952-0108 新潟県佐渡市上新穂７１１−２,38.0146203,138.4137389,4.1,37,営業中,"月曜日: 11時30分～14時00分, 18時00分～21時00分; 火曜日: 定休日; 水曜日: 11時30分～14時00分, 18時00分～21時00分; 木曜日: 11時30分～14時00分, 18時00分～21時00分; 金曜日: 11時30分～14時00分, 18時00分～21時00分; 土曜日: 11時30分～14時00分, 18時00分～21時00分; 日曜日: 11時30分～14時00分, 18時00分～21時00分",0259-58-9221,https://r.goope.jp/ni-kura/,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.1（37件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,新穂,CID URL検索,2025-08-09 12:36:17
ChIJE5O89t9k818RFQkgMUSHg0k,御食事処 夫婦岩（佐渡めおと岩観光）,日本、〒952-1645 新潟県佐渡市高瀬１２６７−５,37.996372199999996,138.2355011,3.8,167,営業中,月曜日: 8時00分～17時00分; 火曜日: 8時00分～17時00分; 水曜日: 8時00分～17時00分; 木曜日: 8時00分～17時00分; 金曜日: 8時00分～17時00分; 土曜日: 8時00分～17時00分; 日曜日: 8時00分～17時00分,0259-76-2511,http://sado.meoto.net/,普通,"レストラン, 飲食店, 観光スポット, 施設",レストランです。評価3.8（167件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:36:19
ChIJ7cIEYIJh818R6S2MpaQsREQ,味心 神楽,日本、〒952-0212 新潟県佐渡市宮川甲２９０−１３,37.984390999999995,138.3825341,4.4,94,営業中,"月曜日: 11時00分～13時30分; 火曜日: 定休日; 水曜日: 定休日; 木曜日: 11時00分～13時30分, 18時00分～21時00分; 金曜日: 11時00分～13時30分, 18時00分～21時00分; 土曜日: 11時00分～13時30分, 18時00分～21時00分; 日曜日: 11時00分～13時30分, 18時00分～21時00分",0259-66-2822,公式サイトなし,普通,"和食レストラン, レストラン, 観光スポット, 飲食店, 施設",和食レストランです。評価4.4（94件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:36:20
ChIJt_EjHgBd818RC_X09BhPVQI,タカノ食堂,日本、〒952-0011 新潟県佐渡市両津夷１９８−６,38.0839174,138.43279569999999,4.3,7,営業中,月曜日: 定休日; 火曜日: 18時00分～1時00分; 水曜日: 18時00分～1時00分; 木曜日: 18時00分～1時00分; 金曜日: 18時00分～1時00分; 土曜日: 18時00分～1時00分; 日曜日: 18時00分～1時00分,情報なし,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.3（7件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,両津,CID URL検索,2025-08-09 12:36:22
ChIJFbKKrABj818RK2eUY89eWjE,夕食堂,日本、〒952-0318 新潟県佐渡市真野新町４１２,37.9603726,138.3424365,4.4,102,営業中,"月曜日: 11時30分～14時30分, 18時00分～20時00分; 火曜日: 11時30分～14時30分, 18時00分～20時00分; 水曜日: 11時30分～14時30分, 18時00分～20時00分; 木曜日: 11時30分～14時30分, 18時00分～20時00分; 金曜日: 11時30分～14時30分, 18時00分～20時00分; 土曜日: 11時30分～14時30分, 18時00分～20時00分; 日曜日: 11時30分～14時30分, 18時00分～20時00分",070-9075-2401,https://www.facebook.com/yuushokudousado,普通,"レストラン, 飲食店, 観光スポット, 施設",レストランです。評価4.4（102件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,真野,CID URL検索,2025-08-09 12:36:23
ChIJR7y4d_Zc818RwGFrqpDiRqI,鴨湖庵,日本、〒952-0011 新潟県佐渡市両津夷２５５−６５,38.084074,138.434553,4.1,51,営業中,月曜日: 11時00分～14時00分; 火曜日: 11時00分～14時00分; 水曜日: 11時00分～14時00分; 木曜日: 11時00分～14時00分; 金曜日: 11時00分～14時00分; 土曜日: 11時00分～14時00分; 日曜日: 11時00分～14時00分,0259-27-4155,公式サイトなし,普通,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.1（51件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,両津,CID URL検索,2025-08-09 12:36:25
ChIJV9tWCvBc818RA6HlDpAMD_Y,よし坊,日本、〒952-0028 新潟県佐渡市加茂歌代２９５,38.0856846,138.42284999999998,4.4,40,営業中,月曜日: 定休日; 火曜日: 11時30分～15時00分; 水曜日: 11時30分～15時00分; 木曜日: 11時30分～15時00分; 金曜日: 17時00分～22時00分; 土曜日: 17時00分～22時00分; 日曜日: 定休日,0259-67-7199,公式サイトなし,普通,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.4（40件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:36:26
ChIJLYfzpvZc818RaFgJGHOx_TA,おんでこ,日本、〒952-0011 新潟県佐渡市両津夷３０３,38.0852364,138.4321218,4.2,5,営業中,月曜日: 17時30分～22時30分; 火曜日: 17時30分～22時30分; 水曜日: 17時30分～22時30分; 木曜日: 17時30分～22時30分; 金曜日: 17時30分～22時30分; 土曜日: 17時30分～22時30分; 日曜日: 17時30分～22時30分,0259-23-3468,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.2（5件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:36:28
ChIJ2w4nJjld818RtCBc_iD5Sbo,真夜,日本、〒952-0011 新潟県佐渡市両津夷３０２,38.085188699999996,138.432507,3.7,3,営業中,,情報なし,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 観光スポット, 飲食店, 施設",和食レストランです。評価3.7（3件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:36:29
ChIJ_94VWW9d818Ra5eCMYwnnK4,ラーメン よつば,日本、〒952-0011 新潟県佐渡市両津夷１７５−５,38.0850343,138.4321245,4,82,営業中,"月曜日: 定休日; 火曜日: 定休日; 水曜日: 11時30分～13時30分, 17時30分～19時30分; 木曜日: 11時30分～13時30分, 17時30分～19時30分; 金曜日: 11時30分～13時30分, 17時30分～19時30分; 土曜日: 11時30分～13時30分, 17時30分～19時30分; 日曜日: 11時30分～13時30分, 17時30分～19時30分",情報なし,公式サイトなし,価格情報なし,"ラーメン店, 和食レストラン, レストラン, 飲食店, 観光スポット, 施設",ラーメン店です。評価4（82件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,両津,CID URL検索,2025-08-09 12:36:31
ChIJecd1u_Zc818RPy1xDm27ZWc,酔連,日本、〒952-0011 新潟県佐渡市両津夷232ｰ5,38.085004999999995,138.431626,4,25,営業中,月曜日: 17時30分～22時30分; 火曜日: 17時30分～22時30分; 水曜日: 17時30分～22時30分; 木曜日: 17時30分～22時30分; 金曜日: 17時30分～22時30分; 土曜日: 17時30分～22時30分; 日曜日: 17時30分～22時30分,0259-23-4080,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設","和食レストランです。評価4（25件のレビュー）。店内飲食, テイクアウト, デリバリーに対応。佐渡島にあります。",可,可,可,不可,不可,可,両津,CID URL検索,2025-08-09 12:36:32
ChIJEzlt5N9l818R8MivEw_ZAHo,憩カフェバー&ゲストハウス,日本、〒952-1315 新潟県佐渡市河原田諏訪町30番地,38.002462400000006,138.3173779,4.6,28,営業中,"月曜日: 定休日; 火曜日: 17時30分～22時00分; 水曜日: 17時30分～22時00分; 木曜日: 17時30分～22時00分; 金曜日: 17時30分～23時00分; 土曜日: 11時30分～14時00分, 17時30分～23時00分; 日曜日: 11時30分～14時00分, 17時30分～22時00分",0259-67-7795,公式サイトなし,価格情報なし,"レストラン, 飲食店, 観光スポット, 施設","レストランです。評価4.6（28件のレビュー）。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:36:33
ChIJU4kgcItl818Rj6Kg6vcfqCE,パーラーつるや,日本、〒952-1556 新潟県佐渡市相川一町目浜町２７,38.032199899999995,138.24119779999998,4,177,営業中,月曜日: 11時30分～18時30分; 火曜日: 11時30分～19時30分; 水曜日: 定休日; 木曜日: 11時30分～19時30分; 金曜日: 11時30分～19時30分; 土曜日: 11時30分～19時30分; 日曜日: 11時30分～19時30分,0259-74-2495,https://www.visitsado.com/spot/detail0294/,手頃,"レストラン, カフェ, 和食レストラン, 飲食店, 観光スポット, 施設",レストランです。評価4（177件のレビュー）。価格帯は手頃です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,相川,CID URL検索,2025-08-09 12:36:35
ChIJNb9s_81m818R0cfjBr7sCWc,食彩創房 亶（ZHËN）,日本、〒952-1211 新潟県佐渡市中興乙１４５８−１２,38.018252,138.3619244,3.8,45,営業中,"月曜日: 11時30分～13時00分, 18時00分～22時30分; 火曜日: 11時30分～13時00分, 18時00分～22時30分; 水曜日: 18時00分～22時30分; 木曜日: 11時30分～13時00分, 18時00分～22時30分; 金曜日: 11時30分～13時00分, 18時00分～22時30分; 土曜日: 11時30分～13時00分, 18時00分～22時30分; 日曜日: 11時30分～13時00分, 18時00分～22時30分",0259-63-4470,https://www.facebook.com/sado.zhen,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価3.8（45件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:36:36
ChIJMy4PgK9d818RBJw4qv2cmV4,鰻 伊豆榮 佐渡天の川荘店,日本、〒952-0011 新潟県佐渡市両津夷１８２,38.0848008,138.4327215,4,2,営業中,月曜日: 11時00分～14時00分; 火曜日: 11時00分～14時00分; 水曜日: 11時00分～14時00分; 木曜日: 11時00分～14時00分; 金曜日: 11時00分～14時00分; 土曜日: 11時00分～14時00分; 日曜日: 11時00分～14時00分,0259-27-3215,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4（2件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,両津,CID URL検索,2025-08-09 12:36:38
ChIJMy4PgK9d818RBJw4qv2cmV4,鰻 伊豆榮 佐渡天の川荘店,日本、〒952-0011 新潟県佐渡市両津夷１８２,38.0848008,138.4327215,4,2,営業中,月曜日: 11時00分～14時00分; 火曜日: 11時00分～14時00分; 水曜日: 11時00分～14時00分; 木曜日: 11時00分～14時00分; 金曜日: 11時00分～14時00分; 土曜日: 11時00分～14時00分; 日曜日: 11時00分～14時00分,0259-27-3215,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4（2件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,両津,CID URL検索,2025-08-09 12:36:40
ChIJ3w2x7fZc818RrZfvl4uFMgc,居酒屋 長運,日本、〒952-0011 新潟県佐渡市両津夷２６１,38.084707099999996,138.4317386,4.6,21,営業中,月曜日: 17時30分～22時30分; 火曜日: 定休日; 水曜日: 定休日; 木曜日: 17時30分～22時30分; 金曜日: 17時30分～22時30分; 土曜日: 17時30分～22時30分; 日曜日: 17時30分～22時30分,0259-27-5577,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.6（21件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,両津,CID URL検索,2025-08-09 12:36:41
ChIJiRnYk_Zc818RNeJLvB3t7T8,天下一,日本、〒952-0011 新潟県佐渡市両津夷１８４ 有楽会館 1F,38.0845434,138.4323431,4.1,27,営業中,月曜日: 18時00分～20時00分; 火曜日: 18時00分～22時00分; 水曜日: 18時00分～22時00分; 木曜日: 18時00分～22時00分; 金曜日: 18時00分～22時00分; 土曜日: 18時00分～22時00分; 日曜日: 18時00分～22時00分,0259-27-5208,公式サイトなし,手頃,"和食レストラン, レストラン, 観光スポット, 飲食店, 施設",和食レストランです。評価4.1（27件のレビュー）。価格帯は手頃です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:36:43
ChIJdfiqmvZc818RNurO9YtObDk,酒処 銀太郎,日本、〒952-0011 新潟県佐渡市両津夷１８６−３,38.0845187,138.432683,4,33,営業中,月曜日: 定休日; 火曜日: 20時00分～1時00分; 水曜日: 20時00分～1時00分; 木曜日: 20時00分～1時00分; 金曜日: 20時00分～1時00分; 土曜日: 20時00分～1時00分; 日曜日: 20時00分～1時00分,0259-27-5926,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4（33件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,両津,CID URL検索,2025-08-09 12:36:44
ChIJA-KH3_ld818RAlLUt5yRlg4,りんか亭,日本、〒952-0011 新潟県佐渡市両津夷２６１−１５４ 2階,38.084479,138.4318345,4.3,4,営業中,月曜日: 定休日; 火曜日: 18時00分～23時00分; 水曜日: 18時00分～23時00分; 木曜日: 18時00分～23時00分; 金曜日: 18時00分～23時00分; 土曜日: 18時00分～23時00分; 日曜日: 18時00分～23時00分,0259-67-7689,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.3（4件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:36:45
ChIJ7zz9QPZc818Rdby_atBghoU,居酒屋 ほたる,日本、〒952-0011 新潟県佐渡市両津夷２１２,38.0832092,138.4335155,4.1,40,営業中,月曜日: 17時30分～23時00分; 火曜日: 17時30分～23時00分; 水曜日: 17時30分～23時00分; 木曜日: 定休日; 金曜日: 17時30分～23時00分; 土曜日: 17時30分～23時00分; 日曜日: 17時30分～23時00分,0259-23-2865,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.1（40件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,両津,CID URL検索,2025-08-09 12:36:47
ChIJ05JqfvZc818RLMvYcepes28,ゆっ子,日本、〒952-0011 新潟県佐渡市両津夷１８,38.0843407,138.433831,4.4,5,営業中,月曜日: 18時00分～23時00分; 火曜日: 18時00分～23時00分; 水曜日: 18時00分～23時00分; 木曜日: 18時00分～23時00分; 金曜日: 18時00分～23時00分; 土曜日: 18時00分～23時00分; 日曜日: 18時00分～23時00分,0259-27-7471,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.4（5件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:36:49
ChIJl6lUGMxl818RrTXn8XuFUfs,アガン佐渡店,日本、〒952-1324 新潟県佐渡市中原２０８−１ 生活ステーションサン・シティ 内,38.0063871,138.31631,4.5,47,営業中,"月曜日: 11時00分～15時00分; 火曜日: 11時00分～15時00分, 17時00分～22時00分; 水曜日: 11時00分～15時00分, 17時00分～22時00分; 木曜日: 11時00分～15時00分, 17時00分～22時00分; 金曜日: 11時00分～15時00分, 17時00分～22時00分; 土曜日: 11時00分～15時00分, 17時00分～22時00分; 日曜日: 11時00分～15時00分, 17時00分～22時00分",0259-57-7499,https://ospa.jp/agan_sadoten,価格情報なし,"テイクアウト, 和食レストラン, レストラン, 観光スポット, 飲食店, 施設","テイクアウトです。評価4.5（47件のレビュー）。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:36:50
ChIJHSWZjzRi818R7mjgnBfXRXw,ファミリーレストランたいがあ,日本、〒952-0313 新潟県佐渡市真野７１７−１,37.973808,138.359691,3.9,113,営業中,"月曜日: 11時30分～14時00分, 17時00分～21時00分; 火曜日: 定休日; 水曜日: 11時30分～14時00分, 17時00分～21時00分; 木曜日: 11時30分～14時00分, 17時00分～21時00分; 金曜日: 11時30分～14時00分, 17時00分～21時00分; 土曜日: 11時30分～14時00分, 17時00分～21時00分; 日曜日: 11時30分～14時00分, 17時00分～21時00分",0259-55-3816,公式サイトなし,普通,"中華料理店, レストラン, 飲食店, 観光スポット, 施設",中華料理店です。評価3.9（113件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,真野,CID URL検索,2025-08-09 12:36:52
ChIJmXaigoxl818R2bBomCygMPs,炙り屋ちゃらくらげぇ,日本、〒952-1557 新潟県佐渡市相川一町目１３−１,38.0317471,138.2417667,4.4,48,営業中,月曜日: 18時00分～23時00分; 火曜日: 18時00分～23時00分; 水曜日: 定休日; 木曜日: 18時00分～23時00分; 金曜日: 18時00分～23時00分; 土曜日: 18時00分～23時00分; 日曜日: 18時00分～23時00分,0259-74-2067,https://charakurage.com/,普通,"和食レストラン, レストラン, 観光スポット, 飲食店, 施設",和食レストランです。評価4.4（48件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,相川,CID URL検索,2025-08-09 12:36:53
ChIJbYfU1JJg818RpoP3FUPj6Fc,なっちゃん,日本、〒952-0108 新潟県佐渡市上新穂６１４,38.0148045,138.4237268,3.9,20,営業中,月曜日: 11時30分～13時00分; 火曜日: 11時30分～13時00分; 水曜日: 11時30分～13時00分; 木曜日: 11時30分～13時00分; 金曜日: 11時30分～13時00分; 土曜日: 11時30分～13時00分; 日曜日: 定休日,0259-22-3959,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価3.9（20件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,新穂,CID URL検索,2025-08-09 12:36:55
ChIJ-6FQZIxl818Rjhtu8PKOj_I,居酒屋おるふぇ,日本、〒952-1558 新潟県佐渡市相川二町目２７,38.0309227,138.2415015,4,21,営業中,月曜日: 17時30分～22時00分; 火曜日: 17時30分～22時00分; 水曜日: 17時30分～22時00分; 木曜日: 17時30分～22時00分; 金曜日: 17時30分～22時00分; 土曜日: 17時30分～22時00分; 日曜日: 17時30分～22時00分,0259-74-2434,https://www.visitsado.com/spot/detail0280/,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4（21件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:36:56
ChIJ5_Es_MJj818R4TxdE9iJvzk,ちゃらくらもん,日本、〒952-1311 新潟県佐渡市八幡１８９２,37.984325399999996,138.3430503,4.5,83,営業中,月曜日: 18時00分～23時00分; 火曜日: 18時00分～23時00分; 水曜日: 18時00分～23時00分; 木曜日: 18時00分～23時00分; 金曜日: 18時00分～0時00分; 土曜日: 18時00分～0時00分; 日曜日: 定休日,0259-57-2497,https://m.facebook.com/pages/%E5%B1%85%E9%85%92%E5%B1%8B%E3%81%A1%E3%82%83%E3%82%89%E3%81%8F%E3%82%89%E3%82%82%E3%82%93/204196169592466,手頃,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.5（83件のレビュー）。価格帯は手頃です。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,佐渡市内,CID URL検索,2025-08-09 12:36:57
ChIJZ4gdr_Rn818RpL_XKwcG3pw,もつ焼 でん 佐渡金井店,日本、〒952-1209 新潟県佐渡市千種９９−８,38.019891,138.3633151,4.2,91,営業中,月曜日: 15時30分～22時00分; 火曜日: 17時00分～22時00分; 水曜日: 15時30分～22時00分; 木曜日: 15時30分～22時00分; 金曜日: 15時30分～22時00分; 土曜日: 15時30分～22時00分; 日曜日: 定休日,0259-58-7444,https://motsuyakiden.com/,普通,"レストラン, 飲食店, 観光スポット, 施設","レストランです。評価4.2（91件のレビュー）。価格帯は普通です。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:36:59
ChIJO5xxZItl818RBngn247KD-s,古民家食堂 持田家,日本、〒952-1557 新潟県佐渡市相川一町目７,38.0319922,138.2416882,4.1,235,営業中,"月曜日: 定休日; 火曜日: 11時00分～14時00分, 18時00分～21時00分; 水曜日: 11時00分～14時00分, 18時00分～21時00分; 木曜日: 11時00分～14時00分, 18時00分～21時00分; 金曜日: 11時00分～14時00分, 18時00分～21時00分; 土曜日: 11時00分～14時00分, 18時00分～21時00分; 日曜日: 11時00分～14時00分",0259-67-7268,http://www.mochidaya.net/,普通,"和食レストラン, レストラン, 観光スポット, 飲食店, 施設","和食レストランです。評価4.1（235件のレビュー）。価格帯は普通です。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,可,可,相川,CID URL検索,2025-08-09 12:37:00
ChIJT-v3KwJk818Rqs_QFIdoeBw,彩食美酒ねまれ,日本、〒952-1307 新潟県佐渡市東大通１２９９−１,38.0043204,138.32821629999998,4.3,32,営業中,月曜日: 17時00分～23時00分; 火曜日: 定休日; 水曜日: 定休日; 木曜日: 17時00分～18時00分; 金曜日: 17時00分～23時00分; 土曜日: 17時00分～23時00分; 日曜日: 17時00分～23時00分,0259-67-7311,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.3（32件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,佐渡市内,CID URL検索,2025-08-09 12:37:02
ChIJnS4Krw9k818RJQqzYAoNjRQ,居酒屋 かっ八,日本、〒952-1315 新潟県佐渡市河原田諏訪町２１１,38.0013527,138.31593909999998,4.6,52,営業中,月曜日: 17時00分～22時30分; 火曜日: 17時00分～22時30分; 水曜日: 17時00分～22時30分; 木曜日: 17時00分～22時30分; 金曜日: 17時00分～22時30分; 土曜日: 17時00分～22時30分; 日曜日: 17時00分～22時30分,0259-52-6455,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 飲食店, 観光スポット, 施設",和食レストランです。評価4.6（52件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,佐渡市内,CID URL検索,2025-08-09 12:37:03
ChIJRZlE8VKB9F8RkejQL6HZNqU,炭火串焼 えん萬,日本、〒952-0504 新潟県佐渡市羽茂本郷1−４,37.846365,138.313504,4.9,21,営業中,月曜日: 定休日; 火曜日: 17時00分～22時00分; 水曜日: 17時00分～22時00分; 木曜日: 17時00分～22時00分; 金曜日: 17時00分～22時00分; 土曜日: 17時00分～22時00分; 日曜日: 17時00分～22時00分,0259-88-3567,公式サイトなし,価格情報なし,"和食レストラン, レストラン, 観光スポット, 飲食店, 施設",和食レストランです。評価4.9（21件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,可,羽茂,CID URL検索,2025-08-09 12:37:05
