Place ID,店舗名,住所,緯度,経度,評価,レビュー数,営業状況,営業時間,電話番号,ウェブサイト,価格帯,店舗タイプ,店舗説明,テイクアウト,デリバリー,店内飲食,朝食提供,昼食提供,夕食提供,地区,取得方法,更新日時
ChIJMQ1eRm5f818RBRr5o67BrUM,牛尾神社 駐車場,日本、〒952-0103 新潟県佐渡市新穂潟上２５４３−１５,38.0429653,138.44372049999998,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,新穂,CID URL検索,2025-08-09 12:46:09
ChIJMQQO1CxI818RGJaDOXr32QA,関駐車場,日本、〒952-2203 新潟県佐渡市関,38.2483013,138.4014075,,,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:11
ChIJn_lSX4xn818RucSQgpddEHc,ひらせいホームセンター第１駐車場,日本、〒952-1212 新潟県佐渡市泉１０３６,38.0122791,138.3487805,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:13
ChIJn-JhfCmF9F8RftxItEokO9A,城の山公園駐車場,日本、〒952-0711 新潟県佐渡市赤泊２８５−３,37.869887,138.40938069999999,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,赤泊,CID URL検索,2025-08-09 12:46:14
ChIJr_opBNNm818RYQHdlAIoHzs,金井コミュニティセンター,日本、〒952-1209 新潟県佐渡市千種２４０,38.018151599999996,138.3675087,3.3,60,営業中,,0259-63-4151,公式サイトなし,価格情報なし,"観光スポット, 施設",観光スポットです。評価3.3（60件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:16
ChIJnQt7OSc1818Rg2Gp_wNbAVU,大野亀第二駐車場,日本、〒952-3203 新潟県佐渡市願,38.3195653,138.4672835,3.6,39,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,0259-63-3111,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価3.6（39件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:17
ChIJnRZQgfpJ818R05FniiS5k4Y,岩谷口駐車場,日本、〒952-2201 新潟県佐渡市岩谷口,38.261459599999995,138.4373372,3.4,9,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価3.4（9件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:19
ChIJO22MSxpk818RzcR0zsbnNBA,佐渡セントラルタウン駐車場,日本、〒952-1325 新潟県佐渡市窪田,38.0061349,138.3150389,4,1,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:20
ChIJofvlm_l99F8RRyeh2OuglhQ,小木民俗博物館 駐車場,日本、〒952-0612 新潟県佐渡市宿根木,37.807808099999995,138.2458561,5,1,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価5（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:22
ChIJp-O5HIhl818RZH0SRrCsfqo,佐渡金山第４駐車場,日本、〒952-1501 新潟県佐渡市下相川 27V5+3P,38.042683,138.2593305,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:46:23
ChIJpc8uZQBd818RKI65Z9A98dA,妙法寺駐車場,日本、〒952-0014 新潟県佐渡市両津湊２００,38.0804189,138.436238,5,1,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価5（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:46:25
ChIJpwzykiFn818RKJ_3GiAxfwo,佐和田ダム駐車場,日本、〒952-1321 新潟県佐渡市山田,38.035399999999996,138.3015903,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:26
ChIJPx6k4ytn818R4f9Uy-TmvWY,城塚みどりの公園駐車場,日本、〒952-1211 新潟県佐渡市中興,38.0364472,138.3542148,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:28
ChIJq6soUABd818R2a_PEuWNIfA,ふわりと駐車場(2台),日本、〒952-0005 新潟県佐渡市梅津２３０４,38.094715099999995,138.4320792,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:29
ChIJQ7k6KkFj818Ri1O0cqNRiyQ,尾畑酒造第二駐車場,日本、〒952-0318 新潟県佐渡市真野新町７７５,37.962775199999996,138.3456477,4,4,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（4件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,真野,CID URL検索,2025-08-09 12:46:31
ChIJQb-LXYtl818RlZsBUIJXuko,相川江戸沢町駐車場,日本、〒952-1547 新潟県佐渡市相川江戸沢町２３−２,38.032288799999996,138.24209,3.5,2,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価3.5（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:46:32
ChIJqU0ZBgBd818RjVS26YLMgG8,あいぽーと佐渡 大型車駐車場,日本、〒952-0011 新潟県佐渡市両津夷９５２ 0011,38.084086000000006,138.43549629999998,,,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,0259-67-7633,https://www.city.sado.niigata.jp/site/i-port/,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:46:34
ChIJqUFJOwBl818R4TJ8iD4l-J8,アキッパ | 高柳整体院駐車場,日本、〒952-1323 新潟県佐渡市鍛冶町６５６−２,38.003563899999996,138.3256739,,,営業中,月曜日: 20時00分～23時59分; 火曜日: 20時00分～23時59分; 水曜日: 20時00分～23時59分; 木曜日: 20時00分～23時59分; 金曜日: 20時00分～23時59分; 土曜日: 20時00分～23時59分; 日曜日: 20時00分～23時59分,情報なし,https://www.akippa.com/parking/d6901f7cceb997863fa6ff4a269d3b94?utm_source=google&utm_medium=maps&utm_campaign=250311_gbp_d6901f7cceb997863fa6ff4a269d3b94,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:36
ChIJR_QmoUt7818RInqwVFM-IFI,稲鯨漁港駐車場,日本、〒952-1643 新潟県佐渡市稲鯨,37.9744801,138.2352943,,,営業中,,0259-63-3111,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:37
ChIJR-PlBiBl818R-z9v1zBEjt4,夫婦石高瀬駐車場,日本、〒952-1645 新潟県佐渡市高瀬,37.996627,138.2355206,4.3,3,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4.3（3件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:39
ChIJR-Pv559d818RLcQDiEn0uXk,あいぽーと佐渡 駐車場,日本、〒952-0011 新潟県佐渡市両津夷２６８−７,38.084316199999996,138.4352875,2.3,9,営業中,月曜日: 8時30分～17時30分; 火曜日: 8時30分～17時30分; 水曜日: 8時30分～17時30分; 木曜日: 8時30分～17時30分; 金曜日: 8時30分～17時30分; 土曜日: 8時30分～17時30分; 日曜日: 8時30分～17時30分,0259-67-7633,https://www.city.sado.niigata.jp/site/i-port/,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価2.3（9件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:46:40
ChIJrdnpBjNp818R5smHUIJDI1w,達者海岸展望駐車場,日本、〒952-2135 新潟県佐渡市達者,38.075080799999995,138.2472908,4,2,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:42
ChIJaTdhv1lc818R6--IZ8Vdvb0,佐渡市営湊駐車場（有料）,日本、〒952-0014 新潟県佐渡市両津湊２００−１,38.0797504,138.4359014,4,1,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,https://www.city.sado.niigata.jp/soshiki/2020/3611.html,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:46:43
ChIJRwkWa4HLjF8R2agar-0ryVg,二ツ亀第１駐車場,日本、〒952-3205 新潟県佐渡市鷲崎二ツ亀,38.3284599,138.48680969999998,4.3,6,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4.3（6件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:45
ChIJSwzhTixh818R0syKhrFgrg8,サン・スポーツランド畑野駐車場,日本、〒952-0202 新潟県佐渡市栗野江１８１０−４,37.996815,138.40709139999998,5,1,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価5（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:46
ChIJSYCxdACh9F8R4BORD7Yc5LY,杉池県民休養地駐車場,日本、〒952-0852 新潟県佐渡市赤玉,38.002099099999995,138.5152884,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:48
ChIJt188DrZB818R9uiPdSx4R4Q,南片辺駐車場,日本、〒952-2226 新潟県佐渡市南片辺 47MQ+7M,38.1320839,138.2891855,4,1,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:49
ChIJTdhV44Bg818RnW9a_TZ1jX4,正明寺車バス駐車場,日本、〒952-0105 新潟県佐渡市新穂正明寺,38.016897,138.4506807,2.5,2,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価2.5（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,新穂,CID URL検索,2025-08-09 12:46:51
ChIJtwE_ONBh818RMCG6g0Ru51o,長谷第二駐車場,日本、〒952-0204 新潟県佐渡市長谷３９,37.9757804,138.4171189,3,1,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価3（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:52
ChIJvd9Z_79B818RPHDoJSuhKLw,藻浦崎駐車場,日本、〒952-2225 新潟県佐渡市北片辺,38.1569352,138.299892,4,2,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:54
ChIJw2EaT01j818RY2O5WRY4NWg,真野観光センター駐車場,日本、〒952-0313 新潟県佐渡市真野４４８,37.952762299999996,138.3532545,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,真野,CID URL検索,2025-08-09 12:46:55
ChIJW9pPwfll818Riwp5N8N00Eo,佐渡金山第３駐車場,日本、〒952-0000 新潟県佐渡市相川嘉左衛門町,38.0383013,138.2535476,3.4,19,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価3.4（19件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:46:57
ChIJX1W_Ea1n818RxSHNr4as2b0,Aコープ駐車場,日本、〒952-1209 新潟県佐渡市千種６８−１,38.0207781,138.3646669,1,1,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価1（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:46:58
ChIJX4IuhAaH9F8R1Qn6LSmoQwY,羽茂大橋駐車場,日本、〒952-0512 新潟県佐渡市羽茂大橋,37.827641199999995,138.30896909999998,,,営業中,,0259-63-3111,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,羽茂,CID URL検索,2025-08-09 12:47:00
ChIJX6IwsNBl818RKINs0Azj_CE,佐和田海水浴場駐車場,日本、〒952-1315 新潟県佐渡市河原田諏訪町２０８−１２５,38.0010283,138.315847,4.1,35,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4.1（35件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:01
ChIJx6vbu-lh818RFt4U_Mrzkv4,長谷寺駐車場,日本、〒952-0204 新潟県佐渡市長谷,37.976061699999995,138.418131,4,1,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:03
ChIJxSNmf6pm818ROkR_LArHhfE,アークプラザさど 駐車場,日本、〒952-1307 新潟県佐渡市長木７８３,38.0040549,138.33231609999999,2,1,営業中,,0259-57-3681,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価2（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:04
ChIJXyEGFgBd818RBR1Wf_LlXkY,ホテル天の川荘 駐車場,日本、〒952-0011 新潟県佐渡市両津夷２０３−２,38.083681,138.433018,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:47:06
ChIJyd_mPgJZ818RhflluvHAQKM,赤亀岩パーキング,日本、〒952-3541 新潟県佐渡市水津,38.068199,138.5717679,2,1,営業中,,0259-63-3111,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価2（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:07
ChIJYes-v4Fg818RE6XBBNzDDbE,トキのテラス駐車場,日本、〒952-0105 新潟県佐渡市新穂正明寺,38.0169028,138.45065359999998,3.5,4,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価3.5（4件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,新穂,CID URL検索,2025-08-09 12:47:08
ChIJyfzeVoVh818RQthyyOh4d58,根本寺参拝者駐車場,日本、〒952-0109 新潟県佐渡市新穂大野根本寺前,38.0095685,138.4149617,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,新穂,CID URL検索,2025-08-09 12:47:10
ChIJBdLLmRpp818R0LhfnEDcgHo,姫津漁業協同組合,日本、〒952-2134 新潟県佐渡市姫津３０６−１,38.082505999999995,138.24160899999998,4,51,営業中,月曜日: 8時30分～17時00分; 火曜日: 8時30分～17時00分; 水曜日: 8時30分～17時00分; 木曜日: 8時30分～17時00分; 金曜日: 8時30分～17時00分; 土曜日: 8時30分～17時00分; 日曜日: 8時30分～17時00分,0259-75-2104,公式サイトなし,価格情報なし,"観光スポット, 施設",観光スポットです。評価4（51件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:11
ChIJz6zjzS6d9F8RVPaacI3SNi0,紅葉山公園 駐車場,日本、〒952-0824 新潟県佐渡市丸山,37.9233493,138.4520298,3.3,3,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価3.3（3件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:13
ChIJZUNGfQBd818RJdwpTsZAYS0,両津北埠頭駐車場（有料）,日本、〒952-0011 新潟県佐渡市両津夷３８４−１,38.0850301,138.4351302,,,営業中,,情報なし,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:47:14
ChIJZxFqpArLjF8Rmh7n_m86hYE,二ツ亀第２駐車場,日本、〒952-3205 新潟県佐渡市鷲崎 8FHP+25,38.3276154,138.4854186,,,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,0259-63-3111,公式サイトなし,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:16
ChIJcy-ZEgBd818RDUhEVgBAngM,佐渡市役所両津支所 駐車場,日本、〒952-0014 新潟県佐渡市両津湊９５２ 0014,38.0806662,138.4352573,,,営業中,,情報なし,公式サイトなし,価格情報なし,"観光スポット, 施設",観光スポットです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:47:18
ChIJ_3D_Ug1d818RsIrbh1avcuU,佐渡市営湊第2駐車場（有料）,日本、〒952-0014 新潟県佐渡市両津湊,38.0768737,138.4421797,4.3,3,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,https://www.city.sado.niigata.jp/soshiki/2020/3611.html,価格情報なし,"観光スポット, 施設",観光スポットです。評価4.3（3件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:47:19
ChIJG9R2VABd818RQvdQ6fKwX3w,おんでこドーム 無料駐車場,日本、〒952-0014 新潟県佐渡市両津湊９５２ 0014,38.0778897,138.44113489999998,3,1,営業中,,情報なし,公式サイトなし,価格情報なし,"観光スポット, 施設",観光スポットです。評価3（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:47:20
ChIJ53jwHWZg818RIKREj0iX-as,新穂ダム駐車場,日本、〒952-0108 新潟県佐渡市上新穂,38.0049287,138.44915229999998,,,営業中,,情報なし,公式サイトなし,価格情報なし,"観光スポット, 施設",観光スポットです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,新穂,CID URL検索,2025-08-09 12:47:22
ChIJRfBwUgBh818RfKiF5FUTk8Q,佐渡市営畑野甲駐車場 ※コモレーヌ・中堀亭を利用の方はここに駐車してください,日本、〒952-0206 新潟県佐渡市畑野甲２４７−２,37.9884205,138.3956096,,,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"観光スポット, 施設",観光スポットです。佐渡島にあります。,不可,不可,不可,不可,不可,不可,畑野,CID URL検索,2025-08-09 12:47:23
ChIJaTdhv1lc818R6--IZ8Vdvb0,佐渡市営湊駐車場（有料）,日本、〒952-0014 新潟県佐渡市両津湊２００−１,38.0797504,138.4359014,4,1,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,https://www.city.sado.niigata.jp/soshiki/2020/3611.html,価格情報なし,"駐車場, 観光スポット, 施設",駐車場です。評価4（1件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:47:25
ChIJFaQLWAB99F8RgvRiOvLlm7U,宿根木町並み見学駐車場,日本、〒952-0612 新潟県佐渡市宿根木２８６−６,37.807155699999996,138.2445945,4.3,7,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,情報なし,公式サイトなし,価格情報なし,"観光スポット, 施設",観光スポットです。評価4.3（7件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:47:26
